rheaid	reactionEquation	L	R
RHEA:59828	H2O + S-inosyl-L-homocysteine = inosine + L-homocysteine	CHEBI:15377, CHEBI:57985	CHEBI:58199, CHEBI:17596
RHEA:59832	ATP + N(6)-(D-fructosyl)-L-lysyl-[protein] = ADP + H(+) + N(6)-(3-O-phospho-D-fructosyl)-L-lysyl-[protein]	GENERIC:15451, CHEBI:30616	GENERIC:15452, CHEBI:456216, CHEBI:15378
RHEA:59836	H2O + N(6)-(3-O-phospho-D-fructosyl)-L-lysyl-[protein] = 3-deoxyglucosone + L-lysyl-[protein] + phosphate	GENERIC:15452, CHEBI:15377	CHEBI:43474, GENERIC:9752, CHEBI:60777
RHEA:59840	(6S)-5,6,7,8-tetrahydrofolate + syringate = (6S)-5-methyl-5,6,7,8-tetrahydrofolate + 3-O-methylgallate	CHEBI:57453, CHEBI:132111	CHEBI:19950, CHEBI:18608
RHEA:59844	(+)-dehydrodiconiferyl alcohol + H(+) + NADPH = (R)-isodihydrodehydrodiconiferyl alcohol + NADP(+)	CHEBI:15378, CHEBI:57783, CHEBI:143256	CHEBI:58349, CHEBI:143260
RHEA:59848	(2R,3S)-dihydrodehydrodiconiferyl alcohol + H(+) + NADPH = (S)-tetrahydrodehydrodiconiferyl alcohol + NADP(+)	CHEBI:15378, CHEBI:57783, CHEBI:143258	CHEBI:58349, CHEBI:143262
RHEA:59852	(2S,3R)-dihydrodehydrodiconiferyl alcohol + H(+) + NADPH = (R)-tetrahydrodehydrodiconiferyl alcohol + NADP(+)	CHEBI:15378, CHEBI:57783, CHEBI:143257	CHEBI:58349, CHEBI:143263
RHEA:59856	[Co(I) tetramethylammonium-specific corrinoid protein] + H(+) + tetramethylammonium = [methyl-Co(III) tetramethylammonium-specific corrinoid protein] + trimethylamine	GENERIC:15462, CHEBI:46020, CHEBI:15378	GENERIC:15463, CHEBI:58389
RHEA:59860	3-O-[N-acetyl-alpha-D-glucosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-beta-D-glucosaminyl-(1->6)-N-acetyl-alpha-D-glucosaminyl]-L-seryl-[protein] + H(+) + UDP	CHEBI:57705, GENERIC:15471	CHEBI:58223, CHEBI:15378, GENERIC:15466
RHEA:59864	(indol-3-yl)butanoate + ATP + L-glutamine = (indol-3-yl)butanoyl-L-glutamine + AMP + diphosphate + H(+)	CHEBI:58359, CHEBI:30616, CHEBI:143274	CHEBI:33019, CHEBI:456215, CHEBI:15378, CHEBI:143275
RHEA:59868	4-(2,4-dichlorophenoxy)butanoate + ATP + L-glutamine = 4-(2,4-dichlorophenoxy)butanoyl-L-glutamine + AMP + diphosphate + H(+)	CHEBI:58359, CHEBI:30616, CHEBI:143277	CHEBI:33019, CHEBI:456215, CHEBI:15378, CHEBI:143278
RHEA:59872	L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-alpha-D-glucosaminyl]-L-seryl-[protein] + H(+) + UDP	CHEBI:57705, GENERIC:9863	CHEBI:58223, CHEBI:15378, GENERIC:15471
RHEA:59876	(indol-3-yl)butanoate + ATP + L-cysteine = (indol-3-yl)butanoyl-L-cysteine + AMP + diphosphate + H(+)	CHEBI:35235, CHEBI:30616, CHEBI:143274	CHEBI:33019, CHEBI:456215, CHEBI:15378, CHEBI:143280
RHEA:59880	4-hydroxyphenylacetate + FMNH2 + O2 = 3,4-dihydroxyphenylacetate + FMN + H(+) + H2O	CHEBI:15379, CHEBI:57618, CHEBI:48999	CHEBI:15377, CHEBI:58210, CHEBI:15378, CHEBI:17612
RHEA:59884	2-oxoglutarate + chloride + H(+) + L-lysine + O2 = 4-chloro-L-lysine + CO2 + H2O + succinate	CHEBI:15379, CHEBI:16810, CHEBI:32551, CHEBI:15378, CHEBI:17996	CHEBI:15377, CHEBI:30031, CHEBI:16526, CHEBI:143276
RHEA:59888	4-chloro-L-lysine + AH2 + O2 = A + formaldehyde + H2O + L-2-amino-4-chloropent-4-enoate + NH4(+)	CHEBI:15379, CHEBI:17499, CHEBI:143276	CHEBI:28938, CHEBI:15377, CHEBI:16842, CHEBI:13193, CHEBI:57555
RHEA:59892	L-2-amino-4-chloropent-4-enoate = chloride + H(+) + L-propargylglycine	CHEBI:57555	CHEBI:15378, CHEBI:17996, CHEBI:143285
RHEA:59896	ATP + L-glutamate + L-propargylglycine = ADP + H(+) + L-gamma-glutamyl-L-propargylglycine + phosphate	CHEBI:29985, CHEBI:30616, CHEBI:143285	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:143286
RHEA:59900	2-oxoglutarate + L-gamma-glutamyl-L-propargylglycine + O2 = CO2 + L-gamma-glutamyl-(3R)-L-beta-ethynylserine + succinate	CHEBI:15379, CHEBI:16810, CHEBI:143286	CHEBI:30031, CHEBI:16526, CHEBI:143287
RHEA:59904	H2O + NADP(+) + octanal = 2 H(+) + NADPH + octanoate	CHEBI:17935, CHEBI:15377, CHEBI:58349	CHEBI:25646, CHEBI:15378, CHEBI:57783
RHEA:59908	H2O + hexanal + NADP(+) = 2 H(+) + hexanoate + NADPH	CHEBI:88528, CHEBI:15377, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:17120
RHEA:59912	(E)-4-hydroxynon-2-enal + H2O + NADP(+) = (E)-4-hydroxynon-2-enoate + 2 H(+) + NADPH	CHEBI:58968, CHEBI:15377, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:142920
RHEA:59916	(2E)-octenal + H2O + NADP(+) = (2E)-octenoate + 2 H(+) + NADPH	CHEBI:61748, CHEBI:15377, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:143526
RHEA:59920	(2E)-octenal + H2O + NAD(+) = (2E)-octenoate + 2 H(+) + NADH	CHEBI:61748, CHEBI:15377, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:143526
RHEA:59936	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA + H2O = 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + CoA + H(+)	CHEBI:63001, CHEBI:15377	CHEBI:57287, CHEBI:15378, CHEBI:85674
RHEA:59940	2-methyloctadecanoyl-CoA + H2O = 2-methyloctadecanoate + CoA + H(+)	CHEBI:15377, CHEBI:143531	CHEBI:57287, CHEBI:15378, CHEBI:143530
RHEA:59948	H2O + prostaglandin F2alpha-CoA = CoA + H(+) + prostaglandin F2alpha	CHEBI:15377, CHEBI:143532	CHEBI:57287, CHEBI:57404, CHEBI:15378
RHEA:59952	2,6-dimethylheptanoyl-CoA + H2O = 2,6-dimethylheptanoate + CoA + H(+)	CHEBI:84847, CHEBI:15377	CHEBI:57287, CHEBI:15378, CHEBI:143533
RHEA:59964	L-seryl-[protein] + octanoyl-CoA = CoA + O-octanoyl-L-seryl-[protein]	GENERIC:9863, CHEBI:57386	CHEBI:57287, GENERIC:15484
RHEA:59968	L-threonyl-[protein] + octanoyl-CoA = CoA + O-octanoyl-L-threonyl-[protein]	GENERIC:11060, CHEBI:57386	CHEBI:57287, GENERIC:15485
RHEA:59972	decanoyl-CoA + L-seryl-[protein] = CoA + O-decanoyl-L-seryl-[protein]	CHEBI:61430, GENERIC:9863	GENERIC:15486, CHEBI:57287
RHEA:60004	(L-glutamyl)n+1-L-gamma-glutamyl-L-glutamyl-[protein] + H2O = (L-glutamyl)n-L-gamma-glutamyl-L-glutamyl-[protein] + L-glutamate	POLYMER:15675, CHEBI:15377	POLYMER:15519, CHEBI:29985
RHEA:60008	a tRNA precursor + 2 CTP = a tRNA with a 3' CC end + 2 diphosphate	GENERIC:10465, CHEBI:37563	GENERIC:15488, CHEBI:33019
RHEA:60012	a tRNA with a 3' CC end + ATP = a tRNA with a 3' CCA end + diphosphate	GENERIC:15488, CHEBI:30616	GENERIC:10468, CHEBI:33019
RHEA:60016	(2E,6E)-farnesyl diphosphate = diphosphate + sesquisabinene B	CHEBI:175763	CHEBI:143550, CHEBI:33019
RHEA:60020	(2E,6E)-farnesyl diphosphate = diphosphate + sesquisabinene A	CHEBI:175763	CHEBI:143551, CHEBI:33019
RHEA:60024	(R,R)-chrysanthemyl diphosphate + H2O = (R,R)-chrysanthemol + diphosphate	CHEBI:15377, CHEBI:58819	CHEBI:143898, CHEBI:33019
RHEA:60028	(2E)-geranyl diphosphate + H2O = 4-terpineol + diphosphate	CHEBI:15377, CHEBI:58057	CHEBI:78884, CHEBI:33019
RHEA:60044	beta-D-Gal-(1<->1')-Cer + UDP-alpha-D-galactose = alpha-D-Gal-(1->4)-beta-D-Gal-(1<->1')-Cer + H(+) + UDP	CHEBI:143593, CHEBI:66914	CHEBI:143594, CHEBI:58223, CHEBI:15378
RHEA:60048	a 3beta-hydroxy-4,4-dimethylsteroid + 2 H(+) + 3 NADH + 3 O2 = a 3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate + 4 H2O + 3 NAD(+)	CHEBI:143563, CHEBI:15379, CHEBI:57945, CHEBI:15378	CHEBI:143569, CHEBI:15377, CHEBI:57540
RHEA:60052	a 3beta-hydroxy-4,4-dimethylsteroid + H(+) + NADH + O2 = a 3beta-hydroxy-4beta-hydroxymethyl-4alpha-methylsteroid + H2O + NAD(+)	CHEBI:143563, CHEBI:15379, CHEBI:57945, CHEBI:15378	CHEBI:143566, CHEBI:15377, CHEBI:57540
RHEA:60056	a 3beta-hydroxy-4beta-hydroxymethyl-4alpha-methylsteroid + H(+) + NADH + O2 = a 3beta-hydroxy-4beta-formylmethyl-4alpha-methylsteroid + 2 H2O + NAD(+)	CHEBI:143566, CHEBI:15379, CHEBI:57945, CHEBI:15378	CHEBI:143568, CHEBI:15377, CHEBI:57540
RHEA:60060	a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine + UDP-alpha-D-galactose = alpha-D-Gal-(1->4)-beta-D-Gal-(1<->1')-Cer(d18:1(4E)) + H(+) + UDP	CHEBI:18390, CHEBI:66914	CHEBI:143595, CHEBI:58223, CHEBI:15378
RHEA:60064	a 3beta-hydroxy-4beta-formylmethyl-4alpha-methylsteroid + NADH + O2 = a 3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate + H2O + NAD(+)	CHEBI:143568, CHEBI:15379, CHEBI:57945	CHEBI:143569, CHEBI:15377, CHEBI:57540
RHEA:60068	4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol + 2 H(+) + 3 NADH + 3 O2 = 4beta-carboxy-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + 4 H2O + 3 NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:15378, CHEBI:18364	CHEBI:143574, CHEBI:15377, CHEBI:57540
RHEA:60072	4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol + H(+) + NADH + O2 = 4beta-hydroxymethyl-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + H2O + NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:15378, CHEBI:18364	CHEBI:143572, CHEBI:15377, CHEBI:57540
RHEA:60076	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + H(+) + NADH + O2 = 4beta-formylmethyl-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + 2 H2O + NAD(+)	CHEBI:143572, CHEBI:15379, CHEBI:57945, CHEBI:15378	CHEBI:143573, CHEBI:15377, CHEBI:57540
RHEA:60080	4beta-formylmethyl-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NADH + O2 = 4beta-carboxy-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + H2O + NAD(+)	CHEBI:143573, CHEBI:15379, CHEBI:57945	CHEBI:143574, CHEBI:15377, CHEBI:57540
RHEA:60084	a 3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate + NAD(+) = a 4alpha-methyl-3-oxosteroid + CO2 + NADH	CHEBI:143569, CHEBI:57540	CHEBI:143570, CHEBI:57945, CHEBI:16526
RHEA:60088	a 3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate + NADP(+) = a 4alpha-methyl-3-oxosteroid + CO2 + NADPH	CHEBI:143569, CHEBI:58349	CHEBI:143570, CHEBI:57783, CHEBI:16526
RHEA:60092	4beta-carboxy-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NAD(+) = 4alpha-methyl-5alpha-cholesta-8,24-dien-3-one + CO2 + NADH	CHEBI:143574, CHEBI:57540	CHEBI:136486, CHEBI:57945, CHEBI:16526
RHEA:60096	4beta-carboxy-4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NADP(+) = 4alpha-methyl-5alpha-cholesta-8,24-dien-3-one + CO2 + NADPH	CHEBI:143574, CHEBI:58349	CHEBI:136486, CHEBI:57783, CHEBI:16526
RHEA:60100	cyanidin + UDP-alpha-D-glucose = cyanidin 3-O-beta-D-glucoside + H(+) + UDP	CHEBI:71682, CHEBI:58885	CHEBI:77857, CHEBI:58223, CHEBI:15378
RHEA:60128	17beta-estradiol 17-O-(beta-D-glucuronate)(in) + ATP + H2O = 17beta-estradiol 17-O-(beta-D-glucuronate)(out) + ADP + H(+) + phosphate	CHEBI:15377, CHEBI:30616, CHEBI:82961	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:82961
RHEA:60132	a 5-methyl-2'-deoxycytidine in DNA + L-ascorbate + O2 = a (8S,9S)-5-glyceryl-2'-deoxycytidine in DNA + CO2 + glyoxylate	GENERIC:11370, CHEBI:15379, CHEBI:38290	GENERIC:15515, CHEBI:36655, CHEBI:16526
RHEA:60136	a 5-methyl-2'-deoxycytidine in DNA + L-ascorbate + O2 = a (8S,9R)-5-glyceryl-2'-deoxycytidine in DNA + CO2 + glyoxylate	GENERIC:11370, CHEBI:15379, CHEBI:38290	GENERIC:15516, CHEBI:36655, CHEBI:16526
RHEA:60140	dodecanoyl-CoA + H(+) + malonyl-CoA = 3-oxotetradecanoyl-CoA + CO2 + CoA	CHEBI:15378, CHEBI:57375, CHEBI:57384	CHEBI:62543, CHEBI:57287, CHEBI:16526
RHEA:60144	ATP + L-glutamate + L-glutamyl-[protein] = ADP + H(+) + L-gamma-glutamyl-L-glutamyl-[protein] + phosphate	CHEBI:29985, CHEBI:30616, GENERIC:10208	GENERIC:15517, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:60148	(L-glutamyl)n-L-gamma-glutamyl-L-glutamyl-[protein] + ATP + L-glutamate = (L-glutamyl)n+1-L-gamma-glutamyl-L-glutamyl-[protein] + ADP + H(+) + phosphate	POLYMER:15519, CHEBI:29985, CHEBI:30616	POLYMER:15675, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:60152	H2O + L-gamma-glutamyl-L-glutamyl-[protein] = L-glutamate + L-glutamyl-[protein]	GENERIC:15517, CHEBI:15377	CHEBI:29985, GENERIC:10208
RHEA:60156	ATP + D-galactose(out) + H2O = ADP + D-galactose(in) + H(+) + phosphate	CHEBI:15377, CHEBI:4139, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:4139, CHEBI:43474
RHEA:60160	ATP + H2O + vincristine(in) = ADP + H(+) + phosphate + vincristine(out)	CHEBI:143658, CHEBI:15377, CHEBI:30616	CHEBI:143658, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:60164	a guanosine in RNA + S-adenosyl-L-methionine = an N(7)-methylguanosine in RNA + S-adenosyl-L-homocysteine	CHEBI:59789, GENERIC:14855	GENERIC:15521, CHEBI:57856
RHEA:60180	ATP + D-fructose(out) + H2O = ADP + D-fructose(in) + H(+) + phosphate	CHEBI:15377, CHEBI:37721, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:37721
RHEA:60184	ATP + D-glucose(out) + H2O = ADP + D-glucose(in) + H(+) + phosphate	CHEBI:15377, CHEBI:4167, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:4167
RHEA:60252	(S)-methylmalonyl-CoA + NADP(+) = acryloyl-CoA + CO2 + NADPH	CHEBI:58349, CHEBI:57327	CHEBI:57367, CHEBI:57783, CHEBI:16526
RHEA:60352	2-heptyl-3-hydroxy-4(1H)-quinolone + O2 = CO + H(+) + N-octanoylanthranilate	CHEBI:29472, CHEBI:15379	CHEBI:143722, CHEBI:15378, CHEBI:17245
RHEA:60356	H2O + N-octanoylanthranilate = anthranilate + H(+) + octanoate	CHEBI:143722, CHEBI:15377	CHEBI:25646, CHEBI:15378, CHEBI:16567
RHEA:60360	FMN + H(+) + oxidized F420-0 = dehydro F420-0 + FMNH2	CHEBI:59907, CHEBI:58210, CHEBI:15378	CHEBI:143705, CHEBI:57618
RHEA:60364	H(+)(out) + myo-inositol(out) = H(+)(in) + myo-inositol(in)	CHEBI:17268, CHEBI:15378	CHEBI:17268, CHEBI:15378
RHEA:60368	urate(out) = urate(in)	CHEBI:17775	CHEBI:17775
RHEA:60372	D-fructose(out) = D-fructose(in)	CHEBI:37721	CHEBI:37721
RHEA:60376	D-glucose(out) = D-glucose(in)	CHEBI:4167	CHEBI:4167
RHEA:60380	L-dehydroascorbate(out) = L-dehydroascorbate(in)	CHEBI:58539	CHEBI:58539
RHEA:60456	ATP + UTP = 3',3'-cUAMP + 2 diphosphate	CHEBI:30616, CHEBI:46398	CHEBI:143809, CHEBI:33019
RHEA:60460	(6S)-5-methyl-5,6,7,8-tetrahydrofolate(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = (6S)-5-methyl-5,6,7,8-tetrahydrofolate(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)	CHEBI:58475, CHEBI:18608	CHEBI:58475, CHEBI:18608
RHEA:60464	2',3'-cGAMP(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = 2',3'-cGAMP(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)	CHEBI:58475, CHEBI:143093	CHEBI:58475, CHEBI:143093
RHEA:60468	3',3'-cGAMP(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = 3',3'-cGAMP(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)	CHEBI:58475, CHEBI:71501	CHEBI:58475, CHEBI:71501
RHEA:60472	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) + 5-formyltetrahydrofolate(out) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out) + 5-formyltetrahydrofolate(in)	CHEBI:58475, CHEBI:57457	CHEBI:58475, CHEBI:57457
RHEA:60476	2 ATP + GTP = cyclic AMP-AMP-GMP + 3 diphosphate	CHEBI:37565, CHEBI:30616	CHEBI:143810, CHEBI:33019
RHEA:60480	2 UTP = c-di-UMP + 2 diphosphate	CHEBI:46398	CHEBI:143807, CHEBI:33019
RHEA:60484	CTP + UTP = cyclic CMP-UMP + 2 diphosphate	CHEBI:37563, CHEBI:46398	CHEBI:143811, CHEBI:33019
RHEA:60504	1D-myo-inositol 3-phosphate + a CDP-1,2-diacyl-sn-glycerol = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate) + CMP + H(+)	CHEBI:58401, CHEBI:58332	CHEBI:58088, CHEBI:15378, CHEBI:60377
RHEA:60508	a guanosine in mRNA + S-adenosyl-L-methionine = an N(7)-methylguanosine in mRNA + S-adenosyl-L-homocysteine	GENERIC:15584, CHEBI:59789	GENERIC:15585, CHEBI:57856
RHEA:60512	a guanosine in miRNA + S-adenosyl-L-methionine = an N(7)-methylguanosine in miRNA + S-adenosyl-L-homocysteine	GENERIC:15588, CHEBI:59789	GENERIC:15587, CHEBI:57856
RHEA:60520	2 H2O + L-cystine-bis-glycine = 2 glycine + L-cystine	CHEBI:143812, CHEBI:15377	CHEBI:57305, CHEBI:35491
RHEA:60524	5-hydroxyuridine(34) in tRNA + S-adenosyl-L-methionine = 5-methoxyuridine(34) in tRNA + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789, GENERIC:13381	GENERIC:15591, CHEBI:15378, CHEBI:57856
RHEA:60556	uridine(35) in tRNA(Tyr) = pseudouridine(35) in tRNA(Tyr)	GENERIC:15608	GENERIC:15607
RHEA:60560	L-methionyl-[protein] + S-adenosyl-L-methionine = S-adenosyl-L-homocysteine + S-methyl-L-methionyl-[protein]	GENERIC:12313, CHEBI:59789	GENERIC:15592, CHEBI:57856
RHEA:60564	2-deoxy-D-glucose + ATP = 2-deoxy-D-glucose 6-phosphate + ADP + H(+)	CHEBI:30616, CHEBI:84755	CHEBI:84760, CHEBI:456216, CHEBI:15378
RHEA:60568	N-acetyl-L-tryptophan = N-acetyl-D-tryptophan	CHEBI:143877	CHEBI:57877
RHEA:60576	[methyl-Co(III) tetramethylammonium-specific corrinoid protein] + coenzyme M = [Co(I) tetramethylammonium-specific corrinoid protein] + H(+) + methyl-coenzyme M	GENERIC:15463, CHEBI:58319	GENERIC:15462, CHEBI:58286, CHEBI:15378
RHEA:60580	(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 18-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:30245	CHEBI:132029, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:60604	1-tetradecanoyl-sn-glycero-3-phosphocholine = 1-tetradecanoyl-sn-glycero-2,3-cyclic phosphate + choline	CHEBI:64489	CHEBI:143882, CHEBI:15354
RHEA:60608	1-tetradecanoyl-sn-glycero-3-phosphoethanolamine = 1-tetradecanoyl-sn-glycero-2,3-cyclic phosphate + ethanolamine	CHEBI:84299	CHEBI:143882, CHEBI:57603
RHEA:60612	1-octanoyl-sn-glycero-3-phosphocholine = 1-octanoyl-sn-glycero-2,3-cyclic phosphate + choline	CHEBI:143866	CHEBI:143876, CHEBI:15354
RHEA:60616	N-dodecanoyl-heptadecasphing-4-enine-1-phosphoethanolamine = ethanolamine + N-dodecanoyl-heptadecasphing-4-enine-1,3-cyclic phosphate	CHEBI:143864	CHEBI:143865, CHEBI:57603
RHEA:60620	N-hexanoyl-sphing-4-enine-1-phosphocholine = choline + N-(hexanoyl)-sphing-4-enine-1,3-cyclic phosphate	CHEBI:78254	CHEBI:143883, CHEBI:15354
RHEA:60624	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + 2 H2O = 2 (9Z)-octadecenoate + 2 H(+) + sn-glycero-3-phosphoethanolamine	CHEBI:74986, CHEBI:15377	CHEBI:143890, CHEBI:15378, CHEBI:30823
RHEA:60628	AH2 + gluconapin + O2 = A + H2O + xi-progoitrin	CHEBI:5411, CHEBI:15379, CHEBI:17499	CHEBI:47798, CHEBI:15377, CHEBI:13193
RHEA:60632	all-trans-4-oxoretinol + NAD(+) = all-trans-4-oxoretinal + H(+) + NADH	CHEBI:44597, CHEBI:57540	CHEBI:139347, CHEBI:57945, CHEBI:15378
RHEA:60636	N-(dodecanoyl)-sphing-4-enine-1-phosphocholine = choline + N-dodecanoyl-sphing-4-enine-1,3-cyclic phosphate	CHEBI:137334	CHEBI:143884, CHEBI:15354
RHEA:60644	3'-phosphoadenylyl sulfate + 3alpha-hydroxy-5alpha-androstan-17-one = 3alpha-sulfooxy-5alpha-androstan-17-one + adenosine 3',5'-bisphosphate + H(+)	CHEBI:58339, CHEBI:16032	CHEBI:133003, CHEBI:58343, CHEBI:15378
RHEA:60648	an N-(acyl)-sphingosylphosphoethanolamine = an N-(acyl)-sphingosyl-1,3-cyclic phosphate + ethanolamine	CHEBI:143891	CHEBI:143892, CHEBI:57603
RHEA:60652	an N-(acyl)-sphingosylphosphocholine = an N-(acyl)-sphingosyl-1,3-cyclic phosphate + choline	CHEBI:64583	CHEBI:143892, CHEBI:15354
RHEA:60656	1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-sn-glycero-2,3-cyclic phosphate + choline	CHEBI:72998	CHEBI:143893, CHEBI:15354
RHEA:60660	1,4-benzoquinone + H(+) + NADH = hydroquinone + NAD(+)	CHEBI:16509, CHEBI:57945, CHEBI:15378	CHEBI:17594, CHEBI:57540
RHEA:60664	H2O + NADPH = NADH + phosphate	CHEBI:15377, CHEBI:57783	CHEBI:57945, CHEBI:43474
RHEA:60668	(R,R)-chrysanthemol + NAD(+) = (1R,3R)-chrysanthemal + H(+) + NADH	CHEBI:143898, CHEBI:57540	CHEBI:143899, CHEBI:57945, CHEBI:15378
RHEA:60672	NAD(+) + nerol = H(+) + NADH + neral	CHEBI:29452, CHEBI:57540	CHEBI:29020, CHEBI:57945, CHEBI:15378
RHEA:60676	(S)-(-)-citronellol + NAD(+) = (S)-(-)-citronellal + H(+) + NADH	CHEBI:88, CHEBI:57540	CHEBI:368, CHEBI:57945, CHEBI:15378
RHEA:60680	(+)-artemisinic aldehyde + H2O + NADP(+) = (+)-artemisinate + 2 H(+) + NADPH	CHEBI:64688, CHEBI:15377, CHEBI:58349	CHEBI:64782, CHEBI:15378, CHEBI:57783
RHEA:60684	(11R)-dihydroartemisinic aldehyde + H2O + NADP(+) = (11R)-dihydroartemisinate + 2 H(+) + NADPH	CHEBI:64691, CHEBI:15377, CHEBI:58349	CHEBI:143905, CHEBI:15378, CHEBI:57783
RHEA:60688	(11R)-dihydroartemisinic aldehyde + H2O + NAD(+) = (11R)-dihydroartemisinate + 2 H(+) + NADH	CHEBI:64691, CHEBI:15377, CHEBI:57540	CHEBI:143905, CHEBI:57945, CHEBI:15378
RHEA:60692	(E)-non-2-enal + H2O + NADP(+) = (E)-non-2-enoate + 2 H(+) + NADPH	CHEBI:142592, CHEBI:15377, CHEBI:58349	CHEBI:143908, CHEBI:15378, CHEBI:57783
RHEA:60696	(R)-lavandulyl diphosphate + H2O = (R)-lavandulol + diphosphate	CHEBI:143949, CHEBI:15377	CHEBI:50283, CHEBI:33019
RHEA:60700	a 1-acyl-sn-glycero-3-phosphocholine = a 1-acyl-sn-glycero-2,3-cyclic phosphate + choline	CHEBI:58168	CHEBI:143947, CHEBI:15354
RHEA:60704	a 1-acyl-sn-glycero-3-phosphoethanolamine = a 1-acyl-sn-glycero-2,3-cyclic phosphate + ethanolamine	CHEBI:64381	CHEBI:143947, CHEBI:57603
RHEA:60708	(1R,3R)-chrysanthemal + H2O + NAD(+) = (1R,3R)-chrysanthemate + 2 H(+) + NADH	CHEBI:143899, CHEBI:15377, CHEBI:57540	CHEBI:143900, CHEBI:57945, CHEBI:15378
RHEA:60712	(+)-artemisinic alcohol + NAD(+) = (+)-artemisinic aldehyde + H(+) + NADH	CHEBI:64783, CHEBI:57540	CHEBI:64688, CHEBI:57945, CHEBI:15378
RHEA:60716	(1R,3R)-chrysanthemal + H2O + NADP(+) = (1R,3R)-chrysanthemate + 2 H(+) + NADPH	CHEBI:143899, CHEBI:15377, CHEBI:58349	CHEBI:143900, CHEBI:15378, CHEBI:57783
RHEA:60720	(E)-hept-2-enal + H2O + NADP(+) = (E)-hept-2-enoate + 2 H(+) + NADPH	CHEBI:143912, CHEBI:15377, CHEBI:58349	CHEBI:143913, CHEBI:15378, CHEBI:57783
RHEA:60724	dodecanal + H2O + NADP(+) = dodecanoate + 2 H(+) + NADPH	CHEBI:27836, CHEBI:15377, CHEBI:58349	CHEBI:18262, CHEBI:15378, CHEBI:57783
RHEA:60728	citral + H2O + NADP(+) = 3,7-dimethylocta-2,6-dienoate + 2 H(+) + NADPH	CHEBI:15377, CHEBI:58349, CHEBI:23316	CHEBI:15378, CHEBI:57783, CHEBI:142930
